"","year","Tree.Num","lfstate0first","lfstate1first","lfstate2first","lfstate3first","lfstate0last","lfstate1last","lfstate2last","lfstate3last","catstate0first","catstate1first","catstate2first","catstate3first","catstate4first","flstate0first","flstate1first","flstate2first","flmaxstate","AcornDate","Count1","Count2","MnAcorns","lat","long","1","2","3","4","5","6","7","8","9","10","11","12"
"293",2010,957,"1/30/10","2/21/10","2/25/10","3/18/10","2/17/10","3/15/10","3/23/10","5/5/10","1/30/10","2/21/10","2/25/10","3/10/10","3/15/10","1/30/10","3/18/10",NA,1,"10/9/10",0,1,0.5,34.70307,-120.03812,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"294",2010,963,"1/30/10","3/4/10","3/4/10","3/28/10","3/1/10","3/23/10","4/1/10","5/5/10","1/30/10","3/4/10","3/4/10","4/1/10","3/23/10","1/30/10","3/23/10","4/1/10",2,"10/9/10",0,0,0,34.70285,-120.03904,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"295",2010,964,"1/30/10","2/21/10","3/1/10","3/15/10","2/17/10","3/15/10","3/23/10","5/5/10","1/30/10","2/21/10","3/1/10","3/10/10","3/15/10","1/30/10","3/7/10","3/23/10",2,"10/9/10",2,2,2,34.70276,-120.03907,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"296",2010,988,"1/30/10","3/7/10","3/28/10","3/18/10","3/4/10","3/23/10","3/28/10","5/5/10","1/30/10","3/7/10","3/23/10","3/18/10","3/28/10","1/30/10","3/18/10","3/28/10",2,"10/10/10",1,4,2.5,34.69403,-120.03807,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"297",2010,990,"1/30/10","2/21/10","3/1/10","3/18/10","2/17/10","3/15/10","3/23/10","5/5/10","1/30/10","2/21/10","3/1/10","3/15/10","3/23/10","1/30/10","3/15/10","3/28/10",2,"10/10/10",0,0,0,34.69377,-120.03836,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"298",2010,991,"1/30/10","3/4/10","3/10/10","3/18/10","3/4/10","3/23/10","3/28/10","5/5/10","1/30/10","3/4/10","3/15/10","3/28/10","3/23/10","1/30/10","3/23/10","4/1/10",2,"10/10/10",2,0,1,34.69334,-120.03813,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"299",2010,1165,"1/30/10","3/15/10","3/18/10","3/28/10","3/10/10","3/23/10","4/7/10","5/5/10","1/30/10","3/15/10","3/23/10","3/28/10","4/1/10","1/30/10","3/23/10","4/1/10",2,"10/6/10",83,50,66.5,34.7065,-120.04192,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"300",2010,1166,"1/30/10","2/25/10","3/4/10","3/18/10","2/21/10","3/18/10","3/28/10","5/5/10","1/30/10","2/25/10","3/4/10","3/18/10","3/23/10","1/30/10","3/18/10","3/23/10",2,"10/6/10",0,0,0,34.70652,-120.04121,145.038,94.996,10.922,59.436,1.778,0,0,0,1.016,7.366,0,5.08
"301",2011,19,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11","4/5/11","4/1/11","1/23/11","3/25/11","4/1/11",2,"9/19/11",11,14,12.5,34.70752,-120.04054,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"302",2011,20,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/5/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/25/11","4/9/11",2,"9/19/11",15,1,8,34.7073,-120.04025,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"303",2011,21,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11","3/21/11","3/25/11","4/5/11","3/29/11","1/23/11","4/1/11","4/9/11",2,"9/19/11",0,3,1.5,34.70589,-120.04051,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"304",2011,22,"1/23/11","3/21/11","3/25/11","3/29/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","4/5/11","1/23/11","3/25/11","4/1/11",2,"9/19/11",6,12,9,34.7056,-120.04067,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"305",2011,24,"1/23/11","2/12/11","2/24/11","3/21/11","2/8/11","3/7/11","3/29/11","5/4/11","1/23/11","2/12/11","2/24/11",NA,"3/21/11","1/23/11",NA,"4/21/11",2,"9/19/11",0,0,0,34.7056,-120.04034,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"306",2011,25,"1/23/11","3/21/11","3/25/11","3/29/11","3/7/11","4/1/11","4/5/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/25/11","3/29/11",2,"9/19/11",1,1,1,34.70545,-120.04027,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"307",2011,26,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11","3/21/11","3/25/11",NA,"4/1/11","1/23/11","4/5/11","4/9/11",2,"9/19/11",0,0,0,34.70501,-120.04072,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"308",2011,27,"1/23/11","3/21/11","3/25/11","4/5/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/29/11","3/25/11","4/5/11","1/23/11","3/29/11","4/9/11",2,"9/19/11",3,0,1.5,34.70496,-120.04091,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"309",2011,30,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/5/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/29/11","4/14/11",2,"9/19/11",0,8,4,34.7039,-120.04117,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"310",2011,31,"1/23/11","3/21/11","3/25/11","4/5/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11",NA,NA,NA,NA,"1/23/11",NA,NA,0,"9/19/11",0,0,0,34.70381,-120.04101,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"311",2011,32,"1/23/11","3/7/11","4/1/11","3/21/11","3/3/11","3/29/11","4/9/11","5/4/11","1/23/11","3/21/11","3/29/11","3/21/11","3/29/11","1/23/11","4/1/11","3/21/11",2,"9/19/11",14,6,10,34.70143,-120.04046,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"312",2011,33,"1/23/11","3/29/11","4/1/11","4/14/11","3/25/11","4/14/11","4/21/11","5/4/11","1/23/11","3/29/11","4/1/11",NA,"4/5/11","1/23/11","4/5/11",NA,1,"9/19/11",0,0,0,34.70106,-120.04023,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"313",2011,34,"1/23/11","3/21/11","3/25/11","3/29/11","3/7/11","3/29/11","4/9/11","5/4/11","1/23/11","3/21/11",NA,"3/25/11","3/29/11","1/23/11",NA,"3/21/11",2,"9/19/11",2,1,1.5,34.70066,-120.04032,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"314",2011,35,"1/23/11","3/21/11","3/25/11","3/29/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11",NA,"3/29/11","1/23/11","3/25/11","3/29/11",2,"9/19/11",28,25,26.5,34.70022,-120.0405,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"315",2011,36,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/25/11","3/29/11",2,"9/19/11",0,0,0,34.6991,-120.04008,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"316",2011,37,"1/23/11","4/1/11","4/5/11","4/9/11","3/29/11","4/17/11","4/17/11","5/4/11","1/23/11","4/1/11",NA,"4/5/11","4/9/11","1/23/11","4/5/11",NA,1,"9/19/11",0,0,0,34.69778,-120.03967,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"317",2011,38,"1/23/11","4/1/11","4/5/11","4/17/11","3/29/11","4/21/11","4/25/11","5/4/11","1/23/11","4/1/11","4/5/11",NA,"4/14/11","1/23/11","4/9/11",NA,1,"9/19/11",0,0,0,34.69767,-120.03983,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"318",2011,39,"1/23/11","3/29/11","4/1/11","4/17/11","3/25/11","4/14/11","4/17/11","5/4/11","1/23/11","3/29/11","4/1/11",NA,"4/5/11","1/23/11","4/5/11",NA,1,"9/19/11",0,0,0,34.69772,-120.03999,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"319",2011,130,"1/23/11","3/21/11","3/29/11","4/5/11","3/25/11","4/9/11","4/14/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","4/5/11","1/23/11","4/1/11",NA,1,"9/19/11",0,0,0,34.70752,-120.03975,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"320",2011,133,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11",NA,"3/25/11","3/29/11","1/23/11","3/25/11","4/5/11",2,"9/19/11",0,3,1.5,34.70678,-120.03986,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"321",2011,134,"1/23/11","2/24/11","3/7/11","3/21/11","2/20/11","4/9/11","4/14/11","5/1/11","1/23/11","2/24/11","3/7/11","3/21/11","3/21/11","1/23/11","3/7/11","3/21/11",2,"9/19/11",0,0,0,34.70581,-120.04142,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"322",2011,140,"1/23/11","3/21/11","3/25/11","3/29/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/29/11","3/25/11","3/29/11","1/23/11","3/25/11","4/5/11",2,"9/19/11",0,0,0,34.70482,-120.04069,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"323",2011,146,"1/23/11","3/7/11","3/21/11","3/25/11","3/3/11","4/5/11","4/9/11","5/4/11","1/23/11","3/7/11",NA,"3/21/11","3/25/11","1/23/11",NA,NA,0,"9/19/11",0,0,0,34.70359,-120.04326,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"324",2011,147,"1/23/11","2/12/11","2/20/11","3/7/11","2/8/11","3/7/11","4/5/11","5/4/11","1/23/11","2/12/11","2/24/11","3/7/11","3/21/11","1/23/11","3/3/11","3/7/11",2,"9/19/11",3,3,3,34.70362,-120.04308,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"325",2011,148,"1/23/11","3/21/11","3/29/11","4/1/11","3/29/11","4/5/11","4/14/11","5/4/11","1/23/11",NA,NA,NA,NA,"1/23/11",NA,NA,0,"9/19/11",0,0,0,34.70362,-120.04296,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"326",2011,151,"1/23/11","2/12/11","2/24/11","3/7/11","2/8/11","3/7/11","3/29/11","5/4/11","1/23/11","2/12/11","2/24/11","3/7/11","3/21/11","1/23/11","3/7/11","3/21/11",2,"9/19/11",6,3,4.5,34.70382,-120.04262,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"327",2011,152,"1/23/11","2/24/11","2/28/11","3/7/11","2/20/11","3/7/11","3/29/11","5/4/11","1/23/11","2/24/11","2/28/11","3/7/11","3/21/11","1/23/11","3/25/11","3/7/11",2,"9/19/11",5,5,5,34.70428,-120.04262,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"328",2011,153,"1/23/11","3/7/11","3/21/11","3/25/11","3/3/11","4/5/11","4/14/11","5/4/11","1/23/11","3/7/11","3/21/11","3/29/11","3/25/11","1/23/11","4/5/11",NA,1,"9/19/11",0,0,0,34.70422,-120.04241,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"329",2011,156,"1/23/11","2/28/11","3/7/11","3/21/11","3/7/11","4/9/11","3/25/11","5/4/11","1/23/11","2/28/11","3/7/11",NA,"3/21/11","1/23/11","4/1/11",NA,1,"9/19/11",0,0,0,34.70398,-120.04222,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"330",2011,157,"1/23/11","3/25/11","3/25/11","4/5/11","3/21/11","4/5/11","4/14/11","5/4/11","1/23/11","3/25/11","3/29/11","4/1/11","4/5/11","1/23/11","4/5/11","4/9/11",2,"9/19/11",0,0,0,34.70289,-120.04078,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"331",2011,161,"1/23/11","3/21/11","3/25/11","4/5/11","3/7/11","4/14/11","4/21/11","5/4/11","1/23/11","3/21/11","3/25/11","4/5/11","4/1/11","1/23/11","4/1/11",NA,1,"9/19/11",0,0,0,34.7011,-120.03984,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"332",2011,162,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","3/29/11","1/23/11",NA,NA,0,"9/19/11",3,0,1.5,34.69974,-120.03992,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"333",2011,163,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/5/11","4/9/11","5/4/11","1/23/11","3/21/11","3/29/11","3/25/11","4/1/11","1/23/11","4/1/11",NA,1,"9/19/11",1,3,2,34.69967,-120.03973,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"334",2011,165,"1/23/11","3/7/11","3/21/11","3/25/11","3/3/11","3/25/11","4/5/11","5/4/11","1/23/11","3/7/11",NA,"3/21/11","3/29/11","1/23/11","3/21/11","4/5/11",2,"9/19/11",8,12,10,34.69664,-120.03912,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"335",2011,166,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/5/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","3/29/11","1/23/11","4/1/11","4/5/11",2,"9/19/11",0,1,0.5,34.69642,-120.03977,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"336",2011,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"337",2011,168,"1/23/11","4/9/11","4/14/11","4/21/11","4/5/11","4/25/11","4/24/11","5/4/11","1/23/11","4/9/11","4/21/11",NA,"4/24/11","1/23/11","4/25/11",NA,1,"9/19/11",0,0,0,34.69611,-120.04035,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"338",2011,169,"1/23/11","4/1/11","4/5/11","4/21/11","3/29/11","4/25/11","4/29/11","5/4/11","1/23/11","4/1/11","4/5/11","4/17/11","4/17/11","1/23/11","4/29/11",NA,1,"9/19/11",0,0,0,34.6963,-120.0404,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"339",2011,183,"1/23/11","2/12/11","2/24/11","3/7/11","2/8/11","3/21/11","3/29/11","5/4/11","1/23/11","2/12/11","2/24/11",NA,NA,"1/23/11","4/25/11",NA,1,"9/19/11",5,10,7.5,34.70544,-120.04053,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"340",2011,186,"1/23/11","3/21/11","3/21/11","4/1/11","3/7/11","4/1/11","4/5/11","5/4/11","1/23/11","3/21/11","3/25/11",NA,"4/1/11","1/23/11",NA,"3/25/11",2,"9/19/11",25,38,31.5,34.70474,-120.04135,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"341",2011,505,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/14/11","5/4/11","1/23/11","3/21/11","3/25/11",NA,"3/29/11","1/23/11","4/9/11",NA,1,"9/19/11",0,0,0,34.70164,-120.03973,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"342",2011,524,"1/23/11","2/28/11","3/7/11","3/21/11","2/24/11","3/7/11","3/29/11","5/4/11","1/23/11","2/28/11",NA,"3/21/11","3/21/11","1/23/11","3/7/11","3/21/11",2,"9/20/11",18,27,22.5,34.69624,-120.03795,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"343",2011,530,"1/23/11","3/22/11","3/25/11","4/1/11","3/7/11","4/5/11","4/14/11","5/4/11","1/23/11","3/22/11","3/25/11","3/29/11","4/5/11","1/23/11","3/25/11","4/1/11",2,"9/20/11",22,38,30,34.68101,-120.0351,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"344",2011,560,"1/23/11","3/25/11","4/1/11","4/17/11","3/21/11","4/17/11","4/25/11","5/4/11","1/23/11","3/29/11","4/1/11",NA,"4/14/11","1/23/11",NA,NA,0,"9/20/11",0,1,0.5,34.70059,-120.0393,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"345",2011,564,"1/23/11","3/7/11","3/21/11","3/29/11","3/3/11","3/29/11","4/5/11","5/4/11","1/23/11","3/7/11","3/25/11","3/21/11","3/29/11","1/23/11","3/21/11","3/29/11",2,"9/19/11",1,0,0.5,34.70301,-120.03804,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"346",2011,637,"1/23/11","2/24/11","2/28/11","3/21/11","2/20/11","3/25/11","4/5/11","5/4/11","1/23/11","2/24/11","3/7/11",NA,"3/21/11","1/23/11","3/7/11",NA,1,"9/19/11",1,0,0.5,34.69767,-120.04335,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"347",2011,639,"1/23/11","2/20/11","3/3/11","3/21/11","2/17/11","3/29/11","4/5/11","5/4/11","1/23/11","2/20/11","3/3/11","3/25/11","3/21/11","1/23/11","3/7/11","3/21/11",2,"9/20/11",4,7,5.5,34.69647,-120.03833,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"348",2011,640,"1/23/11","3/21/11","3/21/11","4/1/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/21/11","4/5/11",2,"9/19/11",0,0,0,34.69778,-120.03895,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"349",2011,641,"1/23/11","2/17/11","2/24/11","3/7/11","2/12/11","3/7/11","3/29/11","5/4/11","1/23/11","2/17/11","2/24/11","3/7/11","3/21/11","1/23/11","3/7/11","3/21/11",2,"9/19/11",1,2,1.5,34.70404,-120.04221,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"350",2011,642,"1/23/11","2/12/11","2/20/11","3/3/11","2/8/11","3/7/11","3/29/11","5/4/11","1/23/11","2/12/11","2/20/11","3/3/11","3/21/11","1/23/11",NA,"2/20/11",2,"9/19/11",5,12,8.5,34.70425,-120.04302,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"351",2011,643,"1/23/11","3/3/11","3/7/11","3/21/11","2/28/11","3/29/11","4/5/11","5/4/11","1/23/11","3/7/11","3/7/11","3/21/11","3/25/11","1/23/11","3/21/11","3/25/11",2,"9/19/11",5,6,5.5,34.7036,-120.04296,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"352",2011,644,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/5/11","4/14/11","5/4/11","1/23/11","3/21/11","3/25/11","3/29/11","4/1/11","1/23/11","3/29/11",NA,1,"9/19/11",0,9,4.5,34.70445,-120.03885,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"353",2011,645,"1/23/11","3/7/11","3/21/11","3/29/11","3/3/11","4/1/11","4/5/11","5/4/11","1/23/11","3/7/11","3/21/11","4/1/11","3/29/11","1/23/11","3/29/11","4/21/11",2,"9/19/11",1,0,0.5,34.70461,-120.03756,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"354",2011,646,"1/23/11","3/3/11","3/7/11","3/21/11","2/28/11","3/29/11","4/5/11","5/4/11","1/23/11","3/3/11","3/29/11","3/21/11","3/25/11","1/23/11","3/21/11","3/25/11",2,"9/19/11",1,0,0.5,34.70413,-120.03796,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"355",2011,647,"1/23/11","2/3/11","2/12/11","3/3/11","1/31/11","3/21/11","4/5/11","5/4/11","1/23/11","2/12/11","2/12/11","3/3/11","3/21/11","1/23/11","2/12/11","2/20/11",2,"9/19/11",0,0,0,34.70321,-120.03582,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"356",2011,651,"1/23/11","3/7/11","3/22/11","4/1/11","3/3/11","4/5/11","4/9/11","5/4/11","1/23/11","3/7/11","3/22/11","3/25/11","4/1/11","1/23/11","3/22/11","4/5/11",2,"9/20/11",0,5,2.5,34.68506,-120.03447,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"357",2011,660,"1/23/11","3/22/11","3/25/11","4/5/11","3/7/11","4/1/11","4/14/11","5/4/11","1/23/11","3/22/11","3/25/11",NA,"4/5/11","1/23/11","4/1/11","4/5/11",2,"9/20/11",12,15,13.5,34.68625,-120.03488,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"358",2011,661,"1/23/11","3/22/11","3/25/11","4/5/11","3/7/11","4/9/11","4/17/11","5/4/11","1/23/11","3/22/11","3/25/11","4/5/11","4/5/11","1/23/11","4/9/11","4/17/11",2,"9/20/11",5,1,3,34.68622,-120.0345,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"359",2011,662,"1/23/11","4/5/11","4/9/11","4/25/11","4/1/11","4/21/11","4/29/11","5/4/11","1/23/11","4/5/11","4/9/11","4/21/11","4/17/11","1/23/11","4/17/11","4/29/11",2,"9/20/11",0,0,0,34.68566,-120.03439,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"360",2011,663,"1/23/11","3/7/11","3/22/11","3/29/11","3/3/11","3/29/11","4/5/11","5/4/11","1/23/11","3/7/11","3/22/11","3/29/11","3/29/11","1/23/11","3/22/11","3/25/11",2,"9/20/11",23,31,27,34.68894,-120.03593,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"361",2011,664,"1/23/11","3/3/11","3/22/11","3/29/11","2/28/11","3/29/11","4/1/11","5/4/11","1/23/11","3/3/11","3/22/11","3/25/11","3/29/11","1/23/11","3/22/11","4/1/11",2,"9/20/11",8,5,6.5,34.68892,-120.03605,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"362",2011,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"363",2011,666,"1/23/11","3/25/11","3/29/11","4/14/11","3/22/11","4/17/11","4/25/11","5/4/11","1/23/11","3/25/11","3/29/11","4/5/11","4/1/11","1/23/11","4/1/11",NA,1,"9/20/11",0,0,0,34.6882,-120.03666,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"364",2011,667,"1/23/11","3/22/11","3/25/11","3/29/11","3/7/11","3/29/11","4/5/11","5/4/11","1/23/11","3/22/11","3/25/11","3/29/11","4/5/11","1/23/11","3/22/11","4/1/11",2,"9/20/11",25,40,32.5,34.68844,-120.03652,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"365",2011,672,"1/23/11","4/5/11","4/9/11","4/21/11","4/1/11","4/21/11","4/29/11","5/4/11","1/23/11","4/5/11","4/14/11","4/21/11","4/17/11","1/23/11","4/25/11",NA,1,"9/20/11",0,0,0,34.69816,-120.03892,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"366",2011,673,"1/23/11","3/21/11","3/29/11","4/1/11","3/7/11","4/14/11","4/17/11","5/4/11","1/23/11","3/21/11","3/29/11","4/1/11","4/5/11","1/23/11","4/5/11",NA,1,"9/19/11",0,3,1.5,34.69486,-120.03955,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"367",2011,674,"1/23/11","3/21/11","3/25/11","4/5/11","3/7/11","4/1/11","4/14/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","3/29/11","1/23/11","3/29/11","4/5/11",2,"9/20/11",0,4,2,34.69961,-120.03822,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"368",2011,675,"1/23/11","3/21/11","3/25/11","4/1/11","3/7/11","4/1/11","4/9/11","5/4/11","1/23/11","3/21/11","3/25/11","4/1/11","4/1/11","1/23/11","3/29/11","4/5/11",2,"9/20/11",3,16,9.5,34.69899,-120.03896,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"369",2011,676,"1/23/11","4/1/11","4/5/11","4/21/11","3/29/11","4/17/11","4/25/11","5/4/11","1/23/11","4/1/11","4/5/11","4/9/11","4/17/11","1/23/11","4/14/11",NA,1,"9/20/11",0,1,0.5,34.69892,-120.03842,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"370",2011,786,"1/23/11","3/22/11","3/25/11","4/5/11","3/7/11","4/5/11","4/17/11","5/4/11","1/23/11","3/22/11","3/25/11","4/1/11","4/5/11","1/23/11","4/1/11","4/5/11",2,"9/20/11",3,6,4.5,34.6882,-120.03615,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"371",2011,789,"1/23/11","3/22/11","3/25/11","4/1/11","3/7/11","3/29/11","4/5/11","5/4/11","1/23/11","3/22/11","3/25/11","3/29/11","4/1/11","1/23/11","3/25/11","4/1/11",2,"9/20/11",7,4,5.5,34.6885,-120.03615,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
"372",2011,790,"1/23/11","3/7/11","3/22/11","4/1/11","3/7/11","4/5/11","3/29/11","5/4/11","1/23/11","3/7/11","3/22/11",NA,"3/29/11","1/23/11","4/14/11",NA,1,"9/20/11",1,6,3.5,34.68857,-120.03608,17.526,40.894,110.998,4.826,13.716,10.16,0,9.91,0,40.64,37.846,221.742
